name,arabic_name
NASSER TRADING CENTER,ãÑßÒ äÇÕÑ ÇáÊÌÇÑí
Health Pillow,æÓÇÏÉ ÕÍíÉ
K.F.S.H.D.,ß.Ý.Ó.Í.Ï.
Khobar Cooperative Clinic,ÚíÇÏÉ ÇáÎÈÑ ÇáÊÚÇæäíÉ
RADI HALAL,ÑÇÖí ÍáÇá
ALAM AL-TAKHFIDAT CENTER,ãÑßÒ Úáã ÇáÊÎÕÕÇÊ
AL-JAWKER,ÇáÌæßÑ
DIWAN AL-MASHAWI RESTURANT,ãØÚã ÏíæÇä ÇáãÔæí
Tanveer,ÊäÝíÑ
Serbal,ÓÑÈÇá
WAHAT AL-SHAMIL PLAZA,æÇÍÉ ÇáÔãÇá ÈáÇÒÇ
SEA FOOD RESTURANT,ãØÚã ÇáãÃßæáÇÊ ÇáÈÍÑíÉ
Shirimpy International,ÔíÑíãÈí ÇáÏæáíÉ
JAZERAT AL-SALAM FACTORY,ãÕäÚ ÌÒíÑÉ ÇáÓáÇã
WAFA PALACE,ÞÕÑ ÇáæÝÇÁ
BIN HUMDA ELECTRONIC,Èä ÍãÏÉ ÇáÅáßÊÑæäíÉ
ALAHRAM CENTER,ãÑßÒ ÇáÃåÑÇã
Pillow,ãÎÏÉ
TECHNICAL CENTER TURKISH,ÇáãÑßÒ ÇáÊÞäí ÇáÊÑßí
Ustun Ray,ÃæÓÊæä ÑÇí
JERAIF RESTURANT,ãØÚã ÌÑíÝ
HILAL PHARMACY,ÕíÏáíÉ ÇáåáÇá
COLGATE,ßæáÌíÊ
MOZON RESTURANT,ãØÚã ãæÒæä
HABIB AL-RAHMAN,ÍÈíÈ ÇáÑÍãä
PIZZA REEM,ÈíÊÒÇ Ñíã
KAWATIM RESTURANT/BASAM,ãØÚã ßÇæÇÊíã / ÈÓÇã
ALI M. BU SALEH TRADING & CONT.EST,Úáí ãÍãÏ Èæ ÕÇáÍ ááÊÌÇÑÉ æÇáÇÓÊãÑÇÑ ãÄÓÓå
ANAQAT AL-MAHA,ÞäæÇÊ ÇáãåÇ
MASS TRADING,ÇáÊÏÇæá ÇáÌãÇÚí
KWATIM RESTURANT,ãØÚã ßæÊíã
ALQIMAH CENTER(TOP),ãÑßÒ ÇáÞãÉ(ÃÚáì)
INTERNATIONAL AGENT EST.,ãÄÓÓÉ Çáæßíá ÇáÏæáí
Bread World,ÚÇáã ÇáÎÈÒ
HARAT RAHAL BAKERIES & SWEETS,ãÎÇÈÒ æÍáæíÇÊ ÍÇÑÉ ÑÍÇá
SAMBOSA MOON,ÞãÑ ÓÇãÈæÓÇ
BRAVO,ÚÝÇÑã
CRISPY KING,ßÑÓÈí ßíäÌ
PARIS CENTER,ãÑßÒ ÈÇÑíÓ
MALTA,ãÇáØÇ
OLAYAN FOR ABAYAT,ÃæáíÇä ááÚÈÇíÇÊ
Seven Star,ÓÈÚ äÌæã
AL-JAMAL WAL KAMAL EST.,ãÄÓÓÉ ÇáÌãá æÇáßãÇá
Thalatha Al-Kwakib Est.,ãÄÓÓÉ ËáÇËÇ ÇáßæÇßÈ.
Ibn Zahr Clinic,ÚíÇÏÉ ÇÈä ÒåÑ
Qabban,ÞÈÇä
Alwani Trading Center,ãÑßÒ ÇááæÇäí ÇáÊÌÇÑí
Persian Carpet Center,ãÑßÒ ÇáÓÌÇÏ ÇáÝÇÑÓí
Konfti Sweets,ÍáæíÇÊ ßæäÝÊí
Jabri Fashion & Textiles,ÌÇÈÑí ááÃÒíÇÁ æÇáãäÓæÌÇÊ
Doha Star For Electronic,äÌãÉ ÇáÏæÍÉ ááÅáßÊÑæäíÇÊ
Consumer Oasis,æÇÍÉ ÇáãÓÊåáß
Mansoor Rabiyah Sayed (MRS),ãäÕæÑ ÑÇÈÚÉ ÓíÏ (MRS)
Matbah Al-Mashra Restaurant,ãØÚã ãØÈÉ ÇáãÔÑì
"One, Two and More",æÇÍÏ æÇËäÇä æÃßËÑ
Moh. Abd. Al-Hajire Trading Est.,ÇáæÒÇÑå. ãÄÓÓÉ ÚÈÏ ÇáåÇÌíÑ ÇáÊÌÇÑíÉ
Abu Traika Rice,ÃÑÒ ÃÈæ ØÑíÞÉ
Mubaraka,ãÈÇÑßÉ
Ruqee,ÑÞí
Ribbons Pastries and Bakeshope,ÔÑÇÆØ ÇáãÚÌäÇÊ æÇáÎÈÒ
Vichy Laboratories,ãÎÊÈÑÇÊ ÝíÔí
Gulf Waves,ÃãæÇÌ ÇáÎáíÌ
Ghader Nuts,ÛÏÑ ÌæÒ
Kahramana (KS) + View Aqua,ßåÑãÇäÇ (ßÇäÓÇÓ) + ÚÑÖ ÃßæÇ
Shawarma Gina,ÔÇæÑãÇ ÌíäÇ
Medical Uniform,ÇáÒí ÇáØÈí
Sam Mathew,ÓÇã ãÇËíæ
Qamma Al-Baraka,ÞãÇÁ ÇáÈÑßÉ
Meshkhal Charcoal,ãÔÎÇá ÝÍã
Jood Baby,ÌæÏ ÈíÈí
Heaven Sweets & Nuts,ÍáæíÇÊ ÇáÓãÇÁ æÇáãßÓÑÇÊ
Haji Markets W.L.L.,ÃÓæÇÞ ÍÇÌí Ð.ã.ã
Laeonha Est.,ãÄÓÓÉ áíæäåÇ
Bin Afif (Arda Trading Corp.),Èä ÚÝíÝ (ÔÑßÉ ÃÑÖ ÇáÊÌÇÑíÉ)
Kadiwa Shopping Center,ãÑßÒ ßÇÏíæÇ ááÊÓæÞ
Sama Sama Shopping Center,ãÑßÒ ÓãÇ ááÊÓæÞ
Fouzan Food Supplies,ÝæÒÇä ááÅãÏÇÏÇÊ ÇáÛÐÇÆíÉ
Dahareez Toys,ÃáÚÇÈ ÇáÙåÑíÒ
Plastic Marketing,ÊÓæíÞ ÇáÈáÇÓÊíß
Islamic Cultural Center,ÇáãÑßÒ ÇáËÞÇÝí ÇáÅÓáÇãí
Nabel,äÇÈá
Senbel Agriculture & Veterenary Mat Est.,ãÄÓÓÉ ÓäÈá ááÒÑÇÚÉ æÇáÈíØÑíÉ
Tabaqat,ØÈÞÇÊ
Knife,Óßíä
United (RC Jubail),íæäÇíÊÏ (RC ÇáÌÈíá)
Nemar Trading Est.,ãÄÓÓÉ äãÇÑ ÇáÊÌÇÑíÉ
Jory Fashion,ÃÒíÇÁ ÌæÑí
Khonaini Pharmacies,ÕíÏáíÇÊ Îæäíäí
Abu Haitem Turkey Restaurant,ãØÚã ÃÈæ ÍØÊã ÊÑßíÇ
Lights,ÇÖæÇÁ
Chandeliers,ÇáËÑíÇÊ
Enarat,ÅíäÇÑÇÊ
Ten Over Ten,ÚÔÑÉ Úáì ÚÔÑÉ
Rise Crome,ÑÇíÒ ßÑæã
IPA,IPA
Awali For Foodstuff W.L.L.,ÔÑßÉ Ãæáí ááãæÇÏ ÇáÛÐÇÆíÉ Ð.ã.ã
Biomet,ÈíæãíÊ
Baba Nor,ÈÇÈÇ äæÑ
Levis Jeans,áíÝíÓ ÌíäÒ
Elegant Wave Trading Est. Br.,ãÄÓÓÉ ÇáãæÌÇÊ ÇáÃäíÞÉ ááÊÌÇÑÉ Br.
Chili Restaurant,ãØÚã ÊÔíáí
Shark Center,ãÑßÒ ÇáÞÑÔ
Bayuni Center,ãÑßÒ Èíæäí
K-12,ß -12
Faham Al-Bahoor,ÝåÇã ÇáÈÇåæÑ
Ferruci,ÝíÑæÓí
Atheeb,ÚÐíÈ
Golden Janadriah Est.,ãÄÓÓÉ ÇáÌäÇÏÑíÉ ÇáÐåÈíÉ.
Kono Pizza,ÈíÊÒÇ ßæäæ
Cam4Sell,Cam4Sell
Jinoob Perfume,ÚØÑ ÌäæÈ
Romaizan Diamond,ÑãíÒÇä ÏÇíãæäÏ
Safeena,ÕÝíäÇ
Hyper Top,åÇíÈÑ ÊæÈ
Nukbah Selection,ÇÎÊíÇÑ ÇáäßÈÉ
Beef O Bradys,áÍã ÈÞÑí Ãæ ÈÑÇÏíÓ
Asmai Bookstore,ãßÊÈÉ ÃÓãÇí
Jouz Sweets,ÍáæíÇÊ ÌæÒ
Atlas Capco,ÃØáÓ ßÇÈßæ
Awal Pharmacy,ÕíÏáíÉ ÃæÇá
City Style,ÓÊÇíá ÇáãÏíäÉ
Elia Restaurant,ãØÚã ÅíáíÇ
Wardo Kabab,æÑÏæ ßÈÇÈ
Saad Commercial,ÓÚÏ ÇáÊÌÇÑí
Mulhim,ãæáíã
Top Bags,ÃÚáì ÇáÍÞÇÆÈ
Frederic M,ÝÑíÏÑíß ã
Papa Mojanati Restaurants,ãØÇÚã ÈÇÈÇ ãæÌÇäÇÊí
Mona,ãæäÇ
Shams Al-Madina Trad. Est.,ÔãÓ ÇáãÏíäÉ ØÑÇÏ. ãÄÓÓå.
Chantek,ÔÇäÊíß
Luluat Al-Rafidin Restaurant,ãØÚã áæáæÇÊ ÇáÑÇÝÏíä
Bab Al-Khaer,ÈÇÈ ÇáÎíÑ
My Home & I,ÈíÊí æÃäÇ
Gulf Nuts and Sweets Center,ãÑßÒ ÇáÎáíÌ ááãßÓÑÇÊ æÇáÍáæíÇÊ
Chocolate,ÔßæáÇÊå
Siddiq,ÕÏíÞ
Black Star,ÇáäÌã ÇáÃÓæÏ
Rafghad,ÑÝÛÏ
Cyber City,ÓÇíÈÑ ÓíÊí
Scholl,Ôæá
Munif Trading Center,ãÑßÒ ãäíÝ ÇáÊÌÇÑí
TRAD,ØÑÇÏ
Najoom Paris Perfume,ÚØÑ äÌæã ÈÇÑíÓ
Ali A. Al-Hashim Trading Est.,ãÄÓÓÉ Úáí ÚÈÏÇáÑÍãä ÇáåÇÔã ÇáÊÌÇÑíÉ.
Sea Meal,æÌÈÉ ÇáÈÍÑ
Parts World Est.,ãÄÓÓÉ ÈÇÑÊÓ ææÑáÏ
RT Sports,RT ÇáÑíÇÖÉ
Magistic Pillow,æÓÇÏÉ ãÇÌíÓÊíß
Cateus,ßÇÊíæÓ
Taiba Center,ØíÈÉ ÓäÊÑ
Nahda Restaurant,ãØÚã ÇáäåÏÉ
Afghani,ÃÝÛÇäí
Naeem Pastry & Grill,äÚíã ÇáãÚÌäÇÊ æÇáãÔÇæí
Khaled A. Al-Mulhim & Bros Co.,ÔÑßÉ ÎÇáÏ ÚÈÏÇáÑÍãä ÇáãáÍã æÅÎæÇäå
V VIV,Ýí ÝíÝ
Luluat,ÇááÄáæÇÊ
Alwan Baraka,ÃáæÇä ÈÑßÉ
Awany Al-Nawraj,ÚæÇäí ÇáäæÑÇÌ
Ahali Sandwiches,ÓäÏæíÊÔÇÊ ÇáÃåÇáí
Burger House,ÈÑÌÑ åÇæÓ
Badeel,ÈÏíá
Masala Restaurant,ãØÚã ãÇÓÇáÇ
Jubail Guest Palace Restaurant,ãØÚã ÌÈíá ÌíÓÊ ÈÇáÇÓ
Zaiyan,ÒíÇä
Hailah Mushabab Lejhar Trad. Center,åíáÉ ãÔÈÇÈ áÌÇÑ ØÑÇÏ. ãÑßÒ
Zainabia,ÒíäÈíÇ
Sweet Village,ÇáÞÑíÉ ÇáÍáæÉ
Gourmet Bakers & Sweets,ÌæÑãíå ÈíßÑÒ ÂäÏ ÓæíÊÓ
Diamond Soft Tissue,ÇáãäÇÏíá ÇáäÇÚãÉ ÇáãÇÓíÉ
Radan,ÑÇÏÇä
Charleys Grilled Subs,ÊÔÇÑáíÒ ÌæÈÓ ãÔæí
Sultan Grill,ÓáØÇä ÌÑíá
Little Caesars,ÇáÞíÇÕÑÉ ÇáÕÛÇÑ
My House,ãäÒáí
Cherokee,ÔíÑæßí
DFC,DFC
Rav,ÑÇÝ
BNB,BNB
Joker,ÌæßÑ
Arabian Expert,ÇáÎÈíÑ ÇáÚÑÈí
Abu Al-Ainen,ÃÈæ ÇáÚíäíä
Basmati,ÈÓãÊí
Haseer Restaurant,ãØÚã ÍÕíÑ
Injee Restaurant,ãØÚã ÅäÌí
Barwaz,ÈÑæÇÒ
Good Morning Sunrise,ÕÈÇÍ ÇáÎíÑ ÔÑæÞ ÇáÔãÓ
Jinan Car Wash,ÌíäÇä ÛÓíá ÇáÓíÇÑÇÊ
Handor Abdullah Al-Asmari Trading Est.,ãÄÓÓÉ åÇäÏæÑ ÚÈÏÇááå ÇáÃÓãÑí ÇáÊÌÇÑíÉ
Jazeera World,ÚÇáã ÇáÌÒíÑÉ
Cake And Bake,ßíß ÇäÏ Èíß
Flaafel Time,æÞÊ ÝáÇÝá
Shoala Restaurant,ãØÚã ÔÚáÉ
Nelly Restaurant,ãØÚã äíááí
Dewany Restaurant,ãØÚã ÏíæÇäí
Tasnee,ÇáÊÕäíÚ
Trath Al-Sharq,ÊÑÇË ÇáÔÑÞ
Qalet Al-Anod Restaurant,ãØÚã ÞáÚÉ ÇáÚäæÏ
Azhar Al-Rabi Co. 8,ÔÑßÉ ÃÒåÑ ÇáÑÈíÚ 8
Saeed Fakher Trading Co.,ÔÑßÉ ÓÚíÏ ÝÇÎÑ ÇáÊÌÇÑíÉ
Adam Broasted,ÂÏã ÈÑæÓÊ
Lebanese Oven,ÝÑä áÈäÇäí
Kemya,ßíãíÇ
Fatyat,ÝÊíÇÊ
Gozor Al-Tabeyah,ÌÐæÑ ÇáØÇÈíÉ
Basamat Dental Clinics,ÚíÇÏÇÊ ÈÓÇãÇÊ áØÈ ÇáÃÓäÇä
Ahmad Shisha,ÃÍãÏ ÇáÔíÔÉ
Qassar Al-Thaqfidhat,ÞÕÇÑ ÇáËÞÝíÐÇÊ
Jazeera Bakery,ãÎÈÒ ÇáÌÒíÑÉ
Talabiat Metal Surface Treatment Factory,ãÕäÚ ØáÈÇÊ ãÚÇáÌÉ ÇáÃÓØÍ ÇáãÚÏäíÉ
Shehab,ÔåÇÈ
Lilac Restaurant,ãØÚã áíáß
Gama Hospital,ãÓÊÔÝì ÌÇãÇ
Kanayon Supermarket,Kanayon ÓæÈÑ ãÇÑßÊ
Tamrya,ÊÇãÑíÇ
Aradi Supermarket,ÃÑÇÏí ÓæÈÑ ãÇÑßÊ
Shawate Al-Khaleej,ÔæÇÊ ÇáÎáíÌ
Tamayouz,ÇáÊãíÒ
Protesto,ÈÑæÊÓÊæ
Jamalalbuyoot,ÌãÇá ÇáÈæíæÊ
Khusheim Industrial Equipment Co.,ÔÑßÉ ÎæÔíã ááãÚÏÇÊ ÇáÕäÇÚíÉ
Kalemat,ßáãÇÊ
Future For Toys,ãÓÊÞÈá ááÃáÚÇÈ
Apple Phone,åÇÊÝ ÃÈá
Nadera,äÇÏíÑÇ
Optical City,ÇáãÏíäÉ ÇáÈÕÑíÉ
Misbah Trading Est.,ãÄÓÓÉ ãÕÈÇÍ ááÊÌÇÑÉ
Granite Powder,ãÓÍæÞ ÇáÌÑÇäíÊ
Shima,ÔíãÇ
Kifahi Est.,ãÄÓÓÉ ßÝÇÍí
Milas Restaurant,ãØÚã ãíáÇÓ
Hamazan Restaurant,ãØÚã åãÒÇä
Joory Toys,ÃáÚÇÈ ÌæÑí
Layan Hyper,áíÇä åÇíÈÑ
Needle And Thread,ÅÈÑÉ æÎíØ
Fakhre,ÝÎÑí
Steam Star,ÓÊíã ÓÊÇÑ
Tayeb Pharmacy,ÕíÏáíÉ ÇáØíÈ
Wasail,æÓíá
Blue Birds,ÇáØíæÑ ÇáÒÑÞÇÁ
Experts,ÇáÎÈÑÇÁ
Nariyah Medical,äÇÑíÉ ÇáØÈíÉ
Oriental Antique,ÇáÚÊíÞÉ ÇáÔÑÞíÉ
Dhooq Restaurant,ãØÚã ÐæÞ
Riyadh Trading Center,ãÑßÒ ÇáÑíÇÖ ÇáÊÌÇÑí
Daloob,ÏáæÈ
Friends,ÇÕÏÞÇÁ
Crispy WoW,ßÑÓÈí æÇæ
Jowan Car Wash,ÌæÇä ÛÓíá ÇáÓíÇÑÇÊ
Nogosh,äæÞæÔ
Violinista,ÚÇÒÝ ÇáßãÇä
Donuts Place,ÏæäÇÊÓ ÈáíÓ
Attia Trading Est.,ãÄÓÓÉ ÚØíÉ ááÊÌÇÑÉ
BS - Beauty Secret Cosmetics,ÈßÇáæÑíæÓ - ãÓÊÍÖÑÇÊ ÇáÊÌãíá ÇáÓÑíÉ
Dammam National Dispensary,ãÓÊæÕÝ ÇáÏãÇã ÇáæØäí
HomWare,åæã æíÑ
Alam Bahariyat Restaurant,ãØÚã Úáã ÈåÇÑíÇÊ
Fit House,ÝíÊ åÇæÓ
Casa Cofee,ßÇÒÇ ßæÝí
Dallah Kersar,Ïáå ßÑÓÇÑ
Elegance,ÇáÇäÇÞå
Price Touches,áãÓÇÊ ÇáÓÚÑ
Avnos Restaurant,ãØÚã ÃÝäæÓ
Guest Palace Restaurant,ãØÚã ÌíÓÊ ÈÇáÇÓ
Kingdom Carpet,ÓÌÇÏÉ ÇáããáßÉ
Fawar,ÝæÇÑ
A-1 Products,ãäÊÌÇÊ A-1
New Ten,äíæ Êä
Abu Safar,ÃÈæ ÓÝÑ
Glossy,áÇãÚå
Baity,ÈíÊí
Ameer Restaurant,ãØÚã ÃãíÑ
Saraya Restaurant,ãØÚã ÓÑÇíÇ
Cabalen Restaurant,ãØÚã ßÇÈÇáíä
Naval Coldstore,ßæáÏÓÊæÑ ÇáÈÍÑíÉ
Adel Al-Mountazar,ÚÇÏá ÇáãäÊÒÇÑ
Safanah,ÕÝÇäÉ
Elap wa Taalam,ÅíáÇÈ æÚáã
Estilo,ÅÓÊíáæ
Happy Land,åÇÈí áÇäÏ
Tamur Waratib Tayeb,ÊÇãæÑ æÑÇÊíÈ ÇáØíÈ
Saffron Island Restaurant,ãØÚã ÌÒíÑÉ ÇáÒÚÝÑÇä
Tasty and Crispy,áÐíÐ æãÞÑãÔ
Olive Village,ÞÑíÉ ÇáÒíÊæä
Handasah Alhazem,åäÏÇÓÉ ÇáÍÇÒã
Yonis Burger,íæäÓ ÈÑÌÑ
Bab KhoKha,ÈÇÈ ÎæÎÇ
Be Sport,ßä ÑíÇÖíÇ
Shike sayaden,Ôíß ÓÇíÇÏä
Razi clinec,ÑÇÒí ßáÇíäß
Little Doll,ÏãíÉ ÕÛíÑÉ
Dulaijan,ÏáíÌÇä
Rawabi Sweet,ÑæÇÈí ÓæíÊ
Flying Horse,ÇáÍÕÇä ÇáØÇÆÑ
Japanishi,íÇÈÇäíÔí
Bench,ãÕØÈÉ
Arrazi Clinics,ÚíÇÏÇÊ ÇáÑÇÒí
Bortokan,ÈæÑÊæßÇä
Shaikh Al-Sayadin,ÇáÔíÎ ÇáÕíÇÏíä
Zad Al-Diwanyya,ÒÇÏ ÇáÏíæÇäíÉ
Sambosa,ÓãÈæÓÉ
Nasma AL-Jazeera Restaurant,ãØÚã äÓãÉ ÇáÌÒíÑÉ
Adliya Gate,ÈæÇÈÉ ÇáÚÏáíÉ
Howard Johnson,åæÇÑÏ ÌæäÓæä
Zamil,ÇáÒÇãá
GHL (Gulf House Lab.),GHL (ãÎÊÈÑ ÈíÊ ÇáÎáíÌ)
Rawaea Jeddah,ÑÇæíÚ ÌÏÉ
Danoob,ÏÇäæÈ
Patonia,ÈÇÊæäíÇ
Middle East Restaurant,ãØÚã ÇáÔÑÞ ÇáÃæÓØ
Tawania,ÊæÇäíÉ
Alyoum Alsayed Restaurant,ãØÚã Çáíæã ÇáÓíÏ
Alazaem Restaurants,ãØÇÚã ÇáÚÙÇã
Pastries And Pies Egyptian Star,ÇáãÚÌäÇÊ æÇáÝØÇÆÑ ÇáãÕÑíÉ ÓÊÇÑ
Health and Life Polyclinic,ÚíÇÏÉ ÇáÕÍÉ æÇáÍíÇÉ
Raeya AlMashuyat Restaurant,ãØÚã ÑÇíÉ ÇáãÔæíÇÊ
Ilonggos,ÅíáæäÛæÓ
Bin Hydara Trading Est.,ãÄÓÓÉ Èä ÍíÏÑÉ ááÊÌÇÑÉ
Zayer,ÒÇíÑ
Bandhari Saudia,ÈÇäÏÇÑí ÇáÓÚæÏíÉ
Mary Bake and Cake,ãÇÑí Èíß ÂäÏ ßíß
Madhaq Hawa,ãÏÍÇÞ ÍæÇÁ
Ibrahim M. Al-Najran Ext.,ÅÈÑÇåíã ãÍãÏ ÇáäÌÑÇä ÊÍæíáÉ
Natural Mashawi Charcoal,ÝÍã ãÔæí ØÈíÚí
Sugar And Flour,ÇáÓßÑ æÇáÏÞíÞ
Umm Aziz,Ãã ÚÒíÒ
Maaref Bookstore,ãßÊÈÉ ãÚÇÑÝ
Wahab Al-Khayer,æåÇÈ ÇáÎíÑ
Lamsa For Toys,áãÓÉ ááÃáÚÇÈ
Hamasat (Whisper),ÍãÇÓÇÊ (åãÓ)
Falafel Time,æÞÊ ÇáÝáÇÝá
Libanet KSA,áÈäÊ ÇáÓÚæÏíÉ
Future Toys,ÃáÚÇÈ ÇáãÓÊÞÈá
Balah Al-Sham,ÈáÇÍ ÇáÔÇã
Samboosa Al-Arabiyah,ÓãÈæÓÉ ÇáÚÑÈíÉ
Gardens,ÍÏÇÆÞ
Faham Joud,ÝåÇã ÌæÏ
Asseel House,ÈíÊ ÃÕíá
Roma World Optical,ÑæãÇ ææÑáÏ ááÈÕÑíÇÊ
Aqua Eyes Optical,ÃßæÇ ÂíÒ ÈÕÑíÉ
Alahli,ÇáÃåáí
Reem Broasted,Ñíã ÈÑæÓÊÏ
Sarikh Corner,Ñßä ÇáÕÑíÎ
Madina Centre,ãÑßÒ ÇáãÏíäÉ
Abeer Alaryaf,ÚÈíÑ ÇáÚÑÝ
Wallnut Forest,ÛÇÈÉ ÇáÌæÒ
Ballons Magic,ÇáÈÇáæäÇÊ ÇáÓÍÑíÉ
Sahil,Óåá
Neqsa Huluh,äÞÕÉ ÍáæÍ
Senta Lena,ÓíäÊÇ áíäÇ
Talal,ØáÇá
Garden Of Pastries,ÍÏíÞÉ ÇáãÚÌäÇÊ
Tawos Al-Janah Super Market,ÊÇææÓ ÇáÌäÇÍ ÓæÈÑ ãÇÑßÊ
Mohammad Dossary Hospital,ãÓÊÔÝì ãÍãÏ ÏæÓÑí
Bawaba Al-Tawfir,ÈæÈÇÁ ÇáÊæÝíÑ
Shawarma Ramy,ÔÇæÑãÇ ÑÇãí
Mudeef Restaurant,ãØÚã ÇáãÏíÝ
Ameer Pasta,ÈÇÓÊÇ ÃãíÑ
Consumer World (Dammam),ÚÇáã ÇáãÓÊåáß (ÇáÏãÇã)
Samlex,ÓÇãáíßÓ
Ardh Al-Tawfeer,ÃÑÖ ÇáÊæÝíÑ
Hokail Medical Laboratory,ãÎÊÈÑ ÇáÍÞíá ÇáØÈí
Zeenath Al-Buyoth,ÒíäÇÊ ÇáÈíæÊ
Swah Restaurant,ãØÚã ÓæÇÍ
Sambosa Al-Shef,ÓãÈæÓÉ ÇáÔíÝ
Almas Dental Lab,ãÎÊÈÑ ÇáãÇÓ áØÈ ÇáÃÓäÇä
Jawal Al-Jubail Telecom,ÌæÇá ÇáÌÈíá ááÅÊÕÇáÇÊ
Red Bunny,ÇáÃÑäÈ ÇáÃÍãÑ
Choco Spell,Ôæßæ ÓÈíá
Nada Rose,äÏì ÑæÒ
Orntal Pastries & Sweets,ÇáãÚÌäÇÊ æÇáÍáæíÇÊ ÇáãÒÎÑÝÉ
Janain Al-Wahaa Est.,ãÄÓÓÉ Ìäíä ÇáæÍÉ
Zaffranh,ÒÚÝÑÇäÉ
AM-PM Snacks,ÇáæÌÈÇÊ ÇáÎÝíÝÉ ÕÈÇÍÇ Åáì ãÓÇÁ
Shaikh International Group,ãÌãæÚÉ ÇáÔíÎ ÇáÏæáíÉ
Ghozn Allawz,ÛÒä ÚáæÒ
Sweet Thing,ÔíÁ Íáæ
Shawermaya,ÔÇæÑãÇíÇ
Green House Flowers,ÒåæÑ ÇáÈíÊ ÇáÃÎÖÑ
SGP,SGP
Lamar Restaurant,ãØÚã áãÇÑ
Afandim For Fresh Grill,ÃÝäÏíã ááÔæÇíÉ ÇáØÇÒÌÉ
Ajiyad,ÃÌíÇÏ
Golden Chicken Restaurant,ãØÚã ÌæáÏä ÊÔíßä
Talent Studio,ÇÓÊæÏíæ ÇáãæÇåÈ
Honey And More,ÇáÚÓá æÇáãÒíÏ
Surprise,ÝÇÌÃ
Ahla Bahla AL-Sham,Ãåáì ÈåáÉ ÇáÔÇã
Swear Restaurant,ãØÚã ÓæíÑ
Freij Aqaibin Restaurant,ãØÚã ÝÑíÌ ÚÞíÈíä
Noqaza Restaurant,ãØÚã äæÞÙÉ
Nawaem Dubai Abayat,äæÇÚã ÏÈí ÚÈíÇÊ
GTA,Ìí Êí Åíå
True of Saving,ÕÍíÍ Ýí ÇáÇÏÎÇÑ
Best,ÃÝÖá
Falafel NBA Al-Sham,ÝáÇÝá ÇáÏæÑí ÇáÇãíÑßí ááãÍÊÑÝíä ÇáÔÇã
Awamiya Modern Restaurant,ãØÚã ÇáÚæÇãíÉ ÇáÍÏíË
Car Wash,ÛÓíá ÇáÓíÇÑÇÊ
Rayhant Al-Sham Restaurant,ãØÚã ÑíÍÇä ÇáÔÇã
Moasisat Al-Fatr Al-Mahir,ãÔÇÑßÇÊ ÇáÝØÑ ÇáãåíÑ
Crown Pillows,æÓÇÆÏ ÇáÊÇÌ
Figs and Almonds,ÇáÊíä æÇááæÒ
Dar Al-Aqbar Restaurant,ãØÚã ÏÇÑ ÇáÃÞÕì
Mr. Gambary,ÇáÓíÏ ÛãÈÇÑí
Amri Coffee,ÞåæÉ ÚãÑí
Dalin Sweets and Coffee,ÍáæíÇÊ ÏÇáíä æÇáÞåæÉ
Tethkar Al-Sharq,ÊÇËÑ ÇáÔÑÞ
Iron Nutrition,ÊÛÐíÉ ÇáÍÏíÏ
Medmac Fastfood,ãíÏãÇß ááæÌÈÇÊ ÇáÓÑíÚÉ
Food Station,ãÍØÉ ØÚÇã
Baowabat Tabuk,ÈÇæÇÈÇÊ ÊÈæß
Camella,ßÇãíáÇ
Shat Al-Arab,ÔØ ÇáÚÑÈ
Salamatek Medical Center,ãÑßÒ ÓÇáÇãÇÊß ÇáØÈí
Press Land,ÇáÕÍÇÝÉ ÇáÃÑÖ
Hussain,ÍÓíä
Naeem Grills,ãÔÇæí äÚíã
Balad Mashuy,ÈáÏ ãÔæí
Gharib,ÛÑíÈ
Shula Al-Shamiyah,ÔÚáÉ ÇáÔÇãíÉ
Maratebb,ãÇÑÇÊÈ
My Signature,ÊæÞíÚí
Serat Al-Sham,ÓÑÊ ÇáÔÇã
Eiffel,ÇíÝá
Natural Product,ãäÊÌ ØÈíÚí
Sabeel Group,ãÌãæÚÉ ÓÈíá
Sufrah Restaurant,ãØÚã ÕÝÑÉ
Dawood,ÏÇæÏ
Crestal,ßÑíÓÊÇá
Sarah And Sirrah,ÓÇÑÉ æÓíÑÉ
Shahbas Yadgar,ÔåÈÇÓ íÇÏÛÇÑ
NASCO Global,äÇÓßæ ÌáæÈÇá
Ishteaq,ÇÔÊÇÞ
Ba Warith,ÈÇ æÇÑíË
Grillo,ÌÑíáæ
Pink Box,ÇáÕäÏæÞ ÇáæÑÏí
Abu Romana,ÃÈæ ÑãÇäÉ
Annapoorna Restaurant,ãØÚã ÃäÇÈæÑäÇ
Liberty,ÇáÍÑíå
4 Friends Restaurant,ãØÚã 4 ÝÑíäÏÒ
Syl Sayed,Óíá ÓíÏ
Alam Sahari Trading,ÚÇáã ÓÍÇÑí ááÊÌÇÑÉ
Fanar Coffee,ÞåæÉ ÇáÝäÇÑ
We Wash,äÍä äÛÓá
Sun City,Õä ÓíÊí
Elegant Wave Trading Est.,ãÄÓÓÉ ÇáãæÌÇÊ ÇáÃäíÞÉ ááÊÌÇÑÉ
Shams Al-Madina,ÔãÓ ÇáãÏíäÉ ÇáãäæÑÉ
Basta Al-Tawfir,ÈÓØÇ ÇáÊæÝíÑ
