name,arabic_name
AL-JAWKER,ÇáÌæßÑ
DIWAN AL-MASHAWI RESTURANT,ãØÚã ÏíæÇä ÇáãÔæí
Tanveer,ÊäİíÑ
Serbal,ÓÑÈÇá
WAHAT AL-SHAMIL PLAZA,æÇÍÉ ÇáÔãÇá ÈáÇÒÇ
SEA FOOD RESTURANT,ãØÚã ÇáãÃßæáÇÊ ÇáÈÍÑíÉ
Shirimpy International,ÔíÑíãÈí ÇáÏæáíÉ
JAZERAT AL-SALAM FACTORY,ãÕäÚ ÌÒíÑÉ ÇáÓáÇã
WAFA PALACE,ŞÕÑ ÇáæİÇÁ
BIN HUMDA ELECTRONIC,Èä ÍãÏÉ ÇáÅáßÊÑæäíÉ
ALAHRAM CENTER,ãÑßÒ ÇáÃåÑÇã
Pillow,ãÎÏÉ
TECHNICAL CENTER TURKISH,ÇáãÑßÒ ÇáÊŞäí ÇáÊÑßí
Ustun Ray,ÃæÓÊæä ÑÇí
JERAIF RESTURANT,ãØÚã ÌÑíİ
HILAL PHARMACY,ÕíÏáíÉ ÇáåáÇá
COLGATE,ßæáÌíÊ
MOZON RESTURANT,ãØÚã ãæÒæä
HABIB AL-RAHMAN,ÍÈíÈ ÇáÑÍãä
PIZZA REEM,ÈíÊÒÇ Ñíã
KAWATIM RESTURANT/BASAM,ãØÚã ßÇæÇÊíã / ÈÓÇã
ALI M. BU SALEH TRADING & CONT.EST,Úáí ãÍãÏ Èæ ÕÇáÍ ááÊÌÇÑÉ æÇáÇÓÊãÑÇÑ ãÄÓÓå
ANAQAT AL-MAHA,ŞäæÇÊ ÇáãåÇ
MASS TRADING,ÇáÊÏÇæá ÇáÌãÇÚí
KWATIM RESTURANT,ãØÚã ßæÊíã
ALQIMAH CENTER(TOP),ãÑßÒ ÇáŞãÉ(ÃÚáì)
INTERNATIONAL AGENT EST.,ãÄÓÓÉ Çáæßíá ÇáÏæáí
Bread World,ÚÇáã ÇáÎÈÒ
HARAT RAHAL BAKERIES & SWEETS,ãÎÇÈÒ æÍáæíÇÊ ÍÇÑÉ ÑÍÇá
SAMBOSA MOON,ŞãÑ ÓÇãÈæÓÇ
BRAVO,ÚİÇÑã
CRISPY KING,ßÑÓÈí ßíäÌ
PARIS CENTER,ãÑßÒ ÈÇÑíÓ
MALTA,ãÇáØÇ
OLAYAN FOR ABAYAT,ÃæáíÇä ááÚÈÇíÇÊ
Seven Star,ÓÈÚ äÌæã
AL-JAMAL WAL KAMAL EST.,ãÄÓÓÉ ÇáÌãá æÇáßãÇá
Thalatha Al-Kwakib Est.,ãÄÓÓÉ ËáÇËÇ ÇáßæÇßÈ.
Ibn Zahr Clinic,ÚíÇÏÉ ÇÈä ÒåÑ
Qabban,ŞÈÇä
Alwani Trading Center,ãÑßÒ ÇááæÇäí ÇáÊÌÇÑí
Persian Carpet Center,ãÑßÒ ÇáÓÌÇÏ ÇáİÇÑÓí
Konfti Sweets,ÍáæíÇÊ ßæäİÊí
Jabri Fashion & Textiles,ÌÇÈÑí ááÃÒíÇÁ æÇáãäÓæÌÇÊ
Doha Star For Electronic,äÌãÉ ÇáÏæÍÉ ááÅáßÊÑæäíÇÊ
Consumer Oasis,æÇÍÉ ÇáãÓÊåáß
Mansoor Rabiyah Sayed (MRS),ãäÕæÑ ÑÇÈÚÉ ÓíÏ (MRS)
Matbah Al-Mashra Restaurant,ãØÚã ãØÈÉ ÇáãÔÑì
"One, Two and More",æÇÍÏ æÇËäÇä æÃßËÑ
Moh. Abd. Al-Hajire Trading Est.,ÇáæÒÇÑå. ãÄÓÓÉ ÚÈÏ ÇáåÇÌíÑ ÇáÊÌÇÑíÉ
Abu Traika Rice,ÃÑÒ ÃÈæ ØÑíŞÉ
Mubaraka,ãÈÇÑßÉ
Ruqee,ÑŞí
Ribbons Pastries and Bakeshope,ÔÑÇÆØ ÇáãÚÌäÇÊ æÇáÎÈÒ
Vichy Laboratories,ãÎÊÈÑÇÊ İíÔí
Gulf Waves,ÃãæÇÌ ÇáÎáíÌ
Ghader Nuts,ÛÏÑ ÌæÒ
Kahramana (KS) + View Aqua,ßåÑãÇäÇ (ßÇäÓÇÓ) + ÚÑÖ ÃßæÇ
Shawarma Gina,ÔÇæÑãÇ ÌíäÇ
Medical Uniform,ÇáÒí ÇáØÈí
Sam Mathew,ÓÇã ãÇËíæ
Qamma Al-Baraka,ŞãÇÁ ÇáÈÑßÉ
Meshkhal Charcoal,ãÔÎÇá İÍã
Jood Baby,ÌæÏ ÈíÈí
Heaven Sweets & Nuts,ÍáæíÇÊ ÇáÓãÇÁ æÇáãßÓÑÇÊ
Haji Markets W.L.L.,ÃÓæÇŞ ÍÇÌí Ğ.ã.ã
Laeonha Est.,ãÄÓÓÉ áíæäåÇ
Bin Afif (Arda Trading Corp.),Èä Úİíİ (ÔÑßÉ ÃÑÖ ÇáÊÌÇÑíÉ)
Kadiwa Shopping Center,ãÑßÒ ßÇÏíæÇ ááÊÓæŞ
Sama Sama Shopping Center,ãÑßÒ ÓãÇ ááÊÓæŞ
Fouzan Food Supplies,İæÒÇä ááÅãÏÇÏÇÊ ÇáÛĞÇÆíÉ
Dahareez Toys,ÃáÚÇÈ ÇáÙåÑíÒ
Plastic Marketing,ÊÓæíŞ ÇáÈáÇÓÊíß
Islamic Cultural Center,ÇáãÑßÒ ÇáËŞÇİí ÇáÅÓáÇãí
Nabel,äÇÈá
Senbel Agriculture & Veterenary Mat Est.,ãÄÓÓÉ ÓäÈá ááÒÑÇÚÉ æÇáÈíØÑíÉ
Tabaqat,ØÈŞÇÊ
Knife,Óßíä
United (RC Jubail),íæäÇíÊÏ (RC ÇáÌÈíá)
Nemar Trading Est.,ãÄÓÓÉ äãÇÑ ÇáÊÌÇÑíÉ
Jory Fashion,ÃÒíÇÁ ÌæÑí
Khonaini Pharmacies,ÕíÏáíÇÊ Îæäíäí
Abu Haitem Turkey Restaurant,ãØÚã ÃÈæ ÍØÊã ÊÑßíÇ
Lights,ÇÖæÇÁ
Chandeliers,ÇáËÑíÇÊ
Enarat,ÅíäÇÑÇÊ
Ten Over Ten,ÚÔÑÉ Úáì ÚÔÑÉ
Rise Crome,ÑÇíÒ ßÑæã
IPA,IPA
Awali For Foodstuff W.L.L.,ÔÑßÉ Ãæáí ááãæÇÏ ÇáÛĞÇÆíÉ Ğ.ã.ã
Biomet,ÈíæãíÊ
Baba Nor,ÈÇÈÇ äæÑ
Levis Jeans,áíİíÓ ÌíäÒ
Elegant Wave Trading Est. Br.,ãÄÓÓÉ ÇáãæÌÇÊ ÇáÃäíŞÉ ááÊÌÇÑÉ Br.
Chili Restaurant,ãØÚã ÊÔíáí
Shark Center,ãÑßÒ ÇáŞÑÔ
Bayuni Center,ãÑßÒ Èíæäí
K-12,ß -12
Faham Al-Bahoor,İåÇã ÇáÈÇåæÑ
Ferruci,İíÑæÓí
Atheeb,ÚĞíÈ
Golden Janadriah Est.,ãÄÓÓÉ ÇáÌäÇÏÑíÉ ÇáĞåÈíÉ.
Kono Pizza,ÈíÊÒÇ ßæäæ
Cam4Sell,Cam4Sell
Jinoob Perfume,ÚØÑ ÌäæÈ
Romaizan Diamond,ÑãíÒÇä ÏÇíãæäÏ
Safeena,ÕİíäÇ
Hyper Top,åÇíÈÑ ÊæÈ
Nukbah Selection,ÇÎÊíÇÑ ÇáäßÈÉ
Beef O Bradys,áÍã ÈŞÑí Ãæ ÈÑÇÏíÓ
Asmai Bookstore,ãßÊÈÉ ÃÓãÇí
Jouz Sweets,ÍáæíÇÊ ÌæÒ
Atlas Capco,ÃØáÓ ßÇÈßæ
Awal Pharmacy,ÕíÏáíÉ ÃæÇá
City Style,ÓÊÇíá ÇáãÏíäÉ
Elia Restaurant,ãØÚã ÅíáíÇ
Wardo Kabab,æÑÏæ ßÈÇÈ
Saad Commercial,ÓÚÏ ÇáÊÌÇÑí
Mulhim,ãæáíã
Top Bags,ÃÚáì ÇáÍŞÇÆÈ
Frederic M,İÑíÏÑíß ã
Papa Mojanati Restaurants,ãØÇÚã ÈÇÈÇ ãæÌÇäÇÊí
Mona,ãæäÇ
Shams Al-Madina Trad. Est.,ÔãÓ ÇáãÏíäÉ ØÑÇÏ. ãÄÓÓå.
Chantek,ÔÇäÊíß
Luluat Al-Rafidin Restaurant,ãØÚã áæáæÇÊ ÇáÑÇİÏíä
Bab Al-Khaer,ÈÇÈ ÇáÎíÑ
My Home & I,ÈíÊí æÃäÇ
Gulf Nuts and Sweets Center,ãÑßÒ ÇáÎáíÌ ááãßÓÑÇÊ æÇáÍáæíÇÊ
Chocolate,ÔßæáÇÊå
Siddiq,ÕÏíŞ
Black Star,ÇáäÌã ÇáÃÓæÏ
Rafghad,ÑİÛÏ
Cyber City,ÓÇíÈÑ ÓíÊí
Scholl,Ôæá
Munif Trading Center,ãÑßÒ ãäíİ ÇáÊÌÇÑí
TRAD,ØÑÇÏ
Najoom Paris Perfume,ÚØÑ äÌæã ÈÇÑíÓ
Ali A. Al-Hashim Trading Est.,ãÄÓÓÉ Úáí ÚÈÏÇáÑÍãä ÇáåÇÔã ÇáÊÌÇÑíÉ.
Sea Meal,æÌÈÉ ÇáÈÍÑ
Parts World Est.,ãÄÓÓÉ ÈÇÑÊÓ ææÑáÏ
RT Sports,RT ÇáÑíÇÖÉ
Magistic Pillow,æÓÇÏÉ ãÇÌíÓÊíß
Cateus,ßÇÊíæÓ
Taiba Center,ØíÈÉ ÓäÊÑ
Nahda Restaurant,ãØÚã ÇáäåÏÉ
Afghani,ÃİÛÇäí
Naeem Pastry & Grill,äÚíã ÇáãÚÌäÇÊ æÇáãÔÇæí
Khaled A. Al-Mulhim & Bros Co.,ÔÑßÉ ÎÇáÏ ÚÈÏÇáÑÍãä ÇáãáÍã æÅÎæÇäå
V VIV,İí İíİ
Luluat,ÇááÄáæÇÊ
Alwan Baraka,ÃáæÇä ÈÑßÉ
Awany Al-Nawraj,ÚæÇäí ÇáäæÑÇÌ
Ahali Sandwiches,ÓäÏæíÊÔÇÊ ÇáÃåÇáí
Burger House,ÈÑÌÑ åÇæÓ
Badeel,ÈÏíá
Masala Restaurant,ãØÚã ãÇÓÇáÇ
Jubail Guest Palace Restaurant,ãØÚã ÌÈíá ÌíÓÊ ÈÇáÇÓ
Zaiyan,ÒíÇä
Hailah Mushabab Lejhar Trad. Center,åíáÉ ãÔÈÇÈ áÌÇÑ ØÑÇÏ. ãÑßÒ
Zainabia,ÒíäÈíÇ
Sweet Village,ÇáŞÑíÉ ÇáÍáæÉ
Gourmet Bakers & Sweets,ÌæÑãíå ÈíßÑÒ ÂäÏ ÓæíÊÓ
Diamond Soft Tissue,ÇáãäÇÏíá ÇáäÇÚãÉ ÇáãÇÓíÉ
Radan,ÑÇÏÇä
Charleys Grilled Subs,ÊÔÇÑáíÒ ÌæÈÓ ãÔæí
Sultan Grill,ÓáØÇä ÌÑíá
Little Caesars,ÇáŞíÇÕÑÉ ÇáÕÛÇÑ
My House,ãäÒáí
Cherokee,ÔíÑæßí
DFC,DFC
Rav,ÑÇİ
BNB,BNB
Joker,ÌæßÑ
Arabian Expert,ÇáÎÈíÑ ÇáÚÑÈí
Abu Al-Ainen,ÃÈæ ÇáÚíäíä
Basmati,ÈÓãÊí
Haseer Restaurant,ãØÚã ÍÕíÑ
Injee Restaurant,ãØÚã ÅäÌí
Barwaz,ÈÑæÇÒ
Good Morning Sunrise,ÕÈÇÍ ÇáÎíÑ ÔÑæŞ ÇáÔãÓ
Jinan Car Wash,ÌíäÇä ÛÓíá ÇáÓíÇÑÇÊ
Handor Abdullah Al-Asmari Trading Est.,ãÄÓÓÉ åÇäÏæÑ ÚÈÏÇááå ÇáÃÓãÑí ÇáÊÌÇÑíÉ
Jazeera World,ÚÇáã ÇáÌÒíÑÉ
Cake And Bake,ßíß ÇäÏ Èíß
Flaafel Time,æŞÊ İáÇİá
Shoala Restaurant,ãØÚã ÔÚáÉ
Nelly Restaurant,ãØÚã äíááí
Dewany Restaurant,ãØÚã ÏíæÇäí
Tasnee,ÇáÊÕäíÚ
Trath Al-Sharq,ÊÑÇË ÇáÔÑŞ
Qalet Al-Anod Restaurant,ãØÚã ŞáÚÉ ÇáÚäæÏ
Azhar Al-Rabi Co. 8,ÔÑßÉ ÃÒåÑ ÇáÑÈíÚ 8
Saeed Fakher Trading Co.,ÔÑßÉ ÓÚíÏ İÇÎÑ ÇáÊÌÇÑíÉ
Adam Broasted,ÂÏã ÈÑæÓÊ
Lebanese Oven,İÑä áÈäÇäí
Kemya,ßíãíÇ
Fatyat,İÊíÇÊ
Gozor Al-Tabeyah,ÌĞæÑ ÇáØÇÈíÉ
Basamat Dental Clinics,ÚíÇÏÇÊ ÈÓÇãÇÊ áØÈ ÇáÃÓäÇä
Ahmad Shisha,ÃÍãÏ ÇáÔíÔÉ
Qassar Al-Thaqfidhat,ŞÕÇÑ ÇáËŞİíĞÇÊ
Jazeera Bakery,ãÎÈÒ ÇáÌÒíÑÉ
Talabiat Metal Surface Treatment Factory,ãÕäÚ ØáÈÇÊ ãÚÇáÌÉ ÇáÃÓØÍ ÇáãÚÏäíÉ
Shehab,ÔåÇÈ
Lilac Restaurant,ãØÚã áíáß
Gama Hospital,ãÓÊÔİì ÌÇãÇ
Kanayon Supermarket,Kanayon ÓæÈÑ ãÇÑßÊ
Tamrya,ÊÇãÑíÇ
Aradi Supermarket,ÃÑÇÏí ÓæÈÑ ãÇÑßÊ
Shawate Al-Khaleej,ÔæÇÊ ÇáÎáíÌ
Tamayouz,ÇáÊãíÒ
Protesto,ÈÑæÊÓÊæ
Jamalalbuyoot,ÌãÇá ÇáÈæíæÊ
Khusheim Industrial Equipment Co.,ÔÑßÉ ÎæÔíã ááãÚÏÇÊ ÇáÕäÇÚíÉ
Kalemat,ßáãÇÊ
Future For Toys,ãÓÊŞÈá ááÃáÚÇÈ
Apple Phone,åÇÊİ ÃÈá
Nadera,äÇÏíÑÇ
Optical City,ÇáãÏíäÉ ÇáÈÕÑíÉ
Misbah Trading Est.,ãÄÓÓÉ ãÕÈÇÍ ááÊÌÇÑÉ
Granite Powder,ãÓÍæŞ ÇáÌÑÇäíÊ
Shima,ÔíãÇ
Kifahi Est.,ãÄÓÓÉ ßİÇÍí
Milas Restaurant,ãØÚã ãíáÇÓ
Hamazan Restaurant,ãØÚã åãÒÇä
Joory Toys,ÃáÚÇÈ ÌæÑí
Layan Hyper,áíÇä åÇíÈÑ
Needle And Thread,ÅÈÑÉ æÎíØ
Fakhre,İÎÑí
Steam Star,ÓÊíã ÓÊÇÑ
Tayeb Pharmacy,ÕíÏáíÉ ÇáØíÈ
Wasail,æÓíá
Blue Birds,ÇáØíæÑ ÇáÒÑŞÇÁ
Experts,ÇáÎÈÑÇÁ
Nariyah Medical,äÇÑíÉ ÇáØÈíÉ
Oriental Antique,ÇáÚÊíŞÉ ÇáÔÑŞíÉ
Dhooq Restaurant,ãØÚã ĞæŞ
Riyadh Trading Center,ãÑßÒ ÇáÑíÇÖ ÇáÊÌÇÑí
Daloob,ÏáæÈ
Friends,ÇÕÏŞÇÁ
Crispy WoW,ßÑÓÈí æÇæ
Jowan Car Wash,ÌæÇä ÛÓíá ÇáÓíÇÑÇÊ
Nogosh,äæŞæÔ
Violinista,ÚÇÒİ ÇáßãÇä
Donuts Place,ÏæäÇÊÓ ÈáíÓ
Attia Trading Est.,ãÄÓÓÉ ÚØíÉ ááÊÌÇÑÉ
BS - Beauty Secret Cosmetics,ÈßÇáæÑíæÓ - ãÓÊÍÖÑÇÊ ÇáÊÌãíá ÇáÓÑíÉ
Dammam National Dispensary,ãÓÊæÕİ ÇáÏãÇã ÇáæØäí
HomWare,åæã æíÑ
Alam Bahariyat Restaurant,ãØÚã Úáã ÈåÇÑíÇÊ
Fit House,İíÊ åÇæÓ
Casa Cofee,ßÇÒÇ ßæİí
Dallah Kersar,Ïáå ßÑÓÇÑ
Elegance,ÇáÇäÇŞå
Price Touches,áãÓÇÊ ÇáÓÚÑ
Avnos Restaurant,ãØÚã ÃİäæÓ
Guest Palace Restaurant,ãØÚã ÌíÓÊ ÈÇáÇÓ
Kingdom Carpet,ÓÌÇÏÉ ÇáããáßÉ
Fawar,İæÇÑ
A-1 Products,ãäÊÌÇÊ A-1
New Ten,äíæ Êä
Abu Safar,ÃÈæ ÓİÑ
Glossy,áÇãÚå
Baity,ÈíÊí
Ameer Restaurant,ãØÚã ÃãíÑ
Saraya Restaurant,ãØÚã ÓÑÇíÇ
Cabalen Restaurant,ãØÚã ßÇÈÇáíä
Naval Coldstore,ßæáÏÓÊæÑ ÇáÈÍÑíÉ
Adel Al-Mountazar,ÚÇÏá ÇáãäÊÒÇÑ
Safanah,ÕİÇäÉ
Elap wa Taalam,ÅíáÇÈ æÚáã
Estilo,ÅÓÊíáæ
Happy Land,åÇÈí áÇäÏ
Tamur Waratib Tayeb,ÊÇãæÑ æÑÇÊíÈ ÇáØíÈ
Saffron Island Restaurant,ãØÚã ÌÒíÑÉ ÇáÒÚİÑÇä
Tasty and Crispy,áĞíĞ æãŞÑãÔ
Olive Village,ŞÑíÉ ÇáÒíÊæä
Handasah Alhazem,åäÏÇÓÉ ÇáÍÇÒã
Yonis Burger,íæäÓ ÈÑÌÑ
Bab KhoKha,ÈÇÈ ÎæÎÇ
Be Sport,ßä ÑíÇÖíÇ
Shike sayaden,Ôíß ÓÇíÇÏä
Razi clinec,ÑÇÒí ßáÇíäß
Little Doll,ÏãíÉ ÕÛíÑÉ
Dulaijan,ÏáíÌÇä
Rawabi Sweet,ÑæÇÈí ÓæíÊ
Flying Horse,ÇáÍÕÇä ÇáØÇÆÑ
Japanishi,íÇÈÇäíÔí
Bench,ãÕØÈÉ
Arrazi Clinics,ÚíÇÏÇÊ ÇáÑÇÒí
Bortokan,ÈæÑÊæßÇä
Shaikh Al-Sayadin,ÇáÔíÎ ÇáÕíÇÏíä
Zad Al-Diwanyya,ÒÇÏ ÇáÏíæÇäíÉ
Sambosa,ÓãÈæÓÉ
Nasma AL-Jazeera Restaurant,ãØÚã äÓãÉ ÇáÌÒíÑÉ
Adliya Gate,ÈæÇÈÉ ÇáÚÏáíÉ
Howard Johnson,åæÇÑÏ ÌæäÓæä
Zamil,ÇáÒÇãá
GHL (Gulf House Lab.),GHL (ãÎÊÈÑ ÈíÊ ÇáÎáíÌ)
Rawaea Jeddah,ÑÇæíÚ ÌÏÉ
Danoob,ÏÇäæÈ
Patonia,ÈÇÊæäíÇ
Middle East Restaurant,ãØÚã ÇáÔÑŞ ÇáÃæÓØ
Tawania,ÊæÇäíÉ
Alyoum Alsayed Restaurant,ãØÚã Çáíæã ÇáÓíÏ
Alazaem Restaurants,ãØÇÚã ÇáÚÙÇã
Pastries And Pies Egyptian Star,ÇáãÚÌäÇÊ æÇáİØÇÆÑ ÇáãÕÑíÉ ÓÊÇÑ
Health and Life Polyclinic,ÚíÇÏÉ ÇáÕÍÉ æÇáÍíÇÉ
Raeya AlMashuyat Restaurant,ãØÚã ÑÇíÉ ÇáãÔæíÇÊ
Ilonggos,ÅíáæäÛæÓ
Bin Hydara Trading Est.,ãÄÓÓÉ Èä ÍíÏÑÉ ááÊÌÇÑÉ
Zayer,ÒÇíÑ
Bandhari Saudia,ÈÇäÏÇÑí ÇáÓÚæÏíÉ
Mary Bake and Cake,ãÇÑí Èíß ÂäÏ ßíß
Madhaq Hawa,ãÏÍÇŞ ÍæÇÁ
Ibrahim M. Al-Najran Ext.,ÅÈÑÇåíã ãÍãÏ ÇáäÌÑÇä ÊÍæíáÉ
Natural Mashawi Charcoal,İÍã ãÔæí ØÈíÚí
Sugar And Flour,ÇáÓßÑ æÇáÏŞíŞ
Umm Aziz,Ãã ÚÒíÒ
Maaref Bookstore,ãßÊÈÉ ãÚÇÑİ
Wahab Al-Khayer,æåÇÈ ÇáÎíÑ
Lamsa For Toys,áãÓÉ ááÃáÚÇÈ
Hamasat (Whisper),ÍãÇÓÇÊ (åãÓ)
Falafel Time,æŞÊ ÇáİáÇİá
Libanet KSA,áÈäÊ ÇáÓÚæÏíÉ
Future Toys,ÃáÚÇÈ ÇáãÓÊŞÈá
Balah Al-Sham,ÈáÇÍ ÇáÔÇã
Samboosa Al-Arabiyah,ÓãÈæÓÉ ÇáÚÑÈíÉ
Gardens,ÍÏÇÆŞ
Faham Joud,İåÇã ÌæÏ
Asseel House,ÈíÊ ÃÕíá
Roma World Optical,ÑæãÇ ææÑáÏ ááÈÕÑíÇÊ
Aqua Eyes Optical,ÃßæÇ ÂíÒ ÈÕÑíÉ
Alahli,ÇáÃåáí
Reem Broasted,Ñíã ÈÑæÓÊÏ
Sarikh Corner,Ñßä ÇáÕÑíÎ
Madina Centre,ãÑßÒ ÇáãÏíäÉ
Abeer Alaryaf,ÚÈíÑ ÇáÚÑİ
Wallnut Forest,ÛÇÈÉ ÇáÌæÒ
Ballons Magic,ÇáÈÇáæäÇÊ ÇáÓÍÑíÉ
Sahil,Óåá
Neqsa Huluh,äŞÕÉ ÍáæÍ
Senta Lena,ÓíäÊÇ áíäÇ
Talal,ØáÇá
Garden Of Pastries,ÍÏíŞÉ ÇáãÚÌäÇÊ
Tawos Al-Janah Super Market,ÊÇææÓ ÇáÌäÇÍ ÓæÈÑ ãÇÑßÊ
Mohammad Dossary Hospital,ãÓÊÔİì ãÍãÏ ÏæÓÑí
Bawaba Al-Tawfir,ÈæÈÇÁ ÇáÊæİíÑ
Shawarma Ramy,ÔÇæÑãÇ ÑÇãí
Mudeef Restaurant,ãØÚã ÇáãÏíİ
Ameer Pasta,ÈÇÓÊÇ ÃãíÑ
Consumer World (Dammam),ÚÇáã ÇáãÓÊåáß (ÇáÏãÇã)
Samlex,ÓÇãáíßÓ
Ardh Al-Tawfeer,ÃÑÖ ÇáÊæİíÑ
Hokail Medical Laboratory,ãÎÊÈÑ ÇáÍŞíá ÇáØÈí
Zeenath Al-Buyoth,ÒíäÇÊ ÇáÈíæÊ
Swah Restaurant,ãØÚã ÓæÇÍ
Sambosa Al-Shef,ÓãÈæÓÉ ÇáÔíİ
Almas Dental Lab,ãÎÊÈÑ ÇáãÇÓ áØÈ ÇáÃÓäÇä
Jawal Al-Jubail Telecom,ÌæÇá ÇáÌÈíá ááÅÊÕÇáÇÊ
Red Bunny,ÇáÃÑäÈ ÇáÃÍãÑ
Choco Spell,Ôæßæ ÓÈíá
Nada Rose,äÏì ÑæÒ
Orntal Pastries & Sweets,ÇáãÚÌäÇÊ æÇáÍáæíÇÊ ÇáãÒÎÑİÉ
Janain Al-Wahaa Est.,ãÄÓÓÉ Ìäíä ÇáæÍÉ
Zaffranh,ÒÚİÑÇäÉ
AM-PM Snacks,ÇáæÌÈÇÊ ÇáÎİíİÉ ÕÈÇÍÇ Åáì ãÓÇÁ
Shaikh International Group,ãÌãæÚÉ ÇáÔíÎ ÇáÏæáíÉ
Ghozn Allawz,ÛÒä ÚáæÒ
Sweet Thing,ÔíÁ Íáæ
Shawermaya,ÔÇæÑãÇíÇ
Green House Flowers,ÒåæÑ ÇáÈíÊ ÇáÃÎÖÑ
SGP,SGP
Lamar Restaurant,ãØÚã áãÇÑ
Afandim For Fresh Grill,ÃİäÏíã ááÔæÇíÉ ÇáØÇÒÌÉ
Ajiyad,ÃÌíÇÏ
Golden Chicken Restaurant,ãØÚã ÌæáÏä ÊÔíßä
Talent Studio,ÇÓÊæÏíæ ÇáãæÇåÈ
Honey And More,ÇáÚÓá æÇáãÒíÏ
Surprise,İÇÌÃ
Ahla Bahla AL-Sham,Ãåáì ÈåáÉ ÇáÔÇã
Swear Restaurant,ãØÚã ÓæíÑ
Freij Aqaibin Restaurant,ãØÚã İÑíÌ ÚŞíÈíä
Noqaza Restaurant,ãØÚã äæŞÙÉ
Nawaem Dubai Abayat,äæÇÚã ÏÈí ÚÈíÇÊ
GTA,Ìí Êí Åíå
True of Saving,ÕÍíÍ İí ÇáÇÏÎÇÑ
Best,ÃİÖá
Falafel NBA Al-Sham,İáÇİá ÇáÏæÑí ÇáÇãíÑßí ááãÍÊÑİíä ÇáÔÇã
Awamiya Modern Restaurant,ãØÚã ÇáÚæÇãíÉ ÇáÍÏíË
Car Wash,ÛÓíá ÇáÓíÇÑÇÊ
Rayhant Al-Sham Restaurant,ãØÚã ÑíÍÇä ÇáÔÇã
Moasisat Al-Fatr Al-Mahir,ãÔÇÑßÇÊ ÇáİØÑ ÇáãåíÑ
Crown Pillows,æÓÇÆÏ ÇáÊÇÌ
Figs and Almonds,ÇáÊíä æÇááæÒ
Dar Al-Aqbar Restaurant,ãØÚã ÏÇÑ ÇáÃŞÕì
Mr. Gambary,ÇáÓíÏ ÛãÈÇÑí
Amri Coffee,ŞåæÉ ÚãÑí
Dalin Sweets and Coffee,ÍáæíÇÊ ÏÇáíä æÇáŞåæÉ
Tethkar Al-Sharq,ÊÇËÑ ÇáÔÑŞ
Iron Nutrition,ÊÛĞíÉ ÇáÍÏíÏ
Medmac Fastfood,ãíÏãÇß ááæÌÈÇÊ ÇáÓÑíÚÉ
Food Station,ãÍØÉ ØÚÇã
Baowabat Tabuk,ÈÇæÇÈÇÊ ÊÈæß
Camella,ßÇãíáÇ
Shat Al-Arab,ÔØ ÇáÚÑÈ
Salamatek Medical Center,ãÑßÒ ÓÇáÇãÇÊß ÇáØÈí
Press Land,ÇáÕÍÇİÉ ÇáÃÑÖ
Hussain,ÍÓíä
Naeem Grills,ãÔÇæí äÚíã
Balad Mashuy,ÈáÏ ãÔæí
Gharib,ÛÑíÈ
Shula Al-Shamiyah,ÔÚáÉ ÇáÔÇãíÉ
Maratebb,ãÇÑÇÊÈ
My Signature,ÊæŞíÚí
Serat Al-Sham,ÓÑÊ ÇáÔÇã
Eiffel,Çíİá
Natural Product,ãäÊÌ ØÈíÚí
Sabeel Group,ãÌãæÚÉ ÓÈíá
Sufrah Restaurant,ãØÚã ÕİÑÉ
Dawood,ÏÇæÏ
Crestal,ßÑíÓÊÇá
Sarah And Sirrah,ÓÇÑÉ æÓíÑÉ
Shahbas Yadgar,ÔåÈÇÓ íÇÏÛÇÑ
NASCO Global,äÇÓßæ ÌáæÈÇá
Ishteaq,ÇÔÊÇŞ
Ba Warith,ÈÇ æÇÑíË
Grillo,ÌÑíáæ
Pink Box,ÇáÕäÏæŞ ÇáæÑÏí
Abu Romana,ÃÈæ ÑãÇäÉ
Annapoorna Restaurant,ãØÚã ÃäÇÈæÑäÇ
Liberty,ÇáÍÑíå
4 Friends Restaurant,ãØÚã 4 İÑíäÏÒ
Syl Sayed,Óíá ÓíÏ
Alam Sahari Trading,ÚÇáã ÓÍÇÑí ááÊÌÇÑÉ
Fanar Coffee,ŞåæÉ ÇáİäÇÑ
We Wash,äÍä äÛÓá
Sun City,Õä ÓíÊí
Elegant Wave Trading Est.,ãÄÓÓÉ ÇáãæÌÇÊ ÇáÃäíŞÉ ááÊÌÇÑÉ
Shams Al-Madina,ÔãÓ ÇáãÏíäÉ ÇáãäæÑÉ
Basta Al-Tawfir,ÈÓØÇ ÇáÊæİíÑ
Ali Saad Al-Horaizi Trad. Est.,Úáí ÓÚÏ ÇáÍÑíÒí ØÑÇÏ. ãÄÓÓå.
Shehri Shops,ãÍáÇÊ ÔåÑí
Asar Al-Bukhary Restaurant,ãØÚã ÚÕÑ ÇáÈÎÇÑí
Nabeel Al-Awadhi,äÈíá ÇáÚæÖí
Asar Al-Hadeth Restaurant,ãØÚã ÚÕÑ ÇáÍÏíË
Shamel Saving,ÇáÔÇãá ááÊæİíÑ
Taba Gardens Restaurant,ãØÚã ØÇÈÇ ÌÇÑÏäÒ
Dalia Fertilizer,ÏÇáíÉ ÓãÇÏ
Mezbaan Darbar Restaurant,ãØÚã ãÒÈÇä ÏÑÈÇÑ
